index_id	pc	cn	hi	pi	upi
1	1.0	0	0	0.0000	0.0000
10	47.0	67	3	12.2500	19.9959
100	1.0	2	1	1.0000	1.5000
1000	1.0	0	0	0.0000	0.0000
10000	1.0	1	1	1.0000	1.0000
100000	1.0	0	0	0.0000	0.0000
100001	1.0	0	0	0.0000	0.0000
100002	2.0	0	0	0.0000	0.0000
100003	7.0	6	2	1.5833	2.4653
100004	1.0	0	0	0.0000	0.0000
100005	1.0	0	0	0.0000	0.0000
100006	1.0	0	0	0.0000	0.0000
100007	3.0	0	0	0.0000	0.0000
100008	1.0	0	0	0.0000	0.0000
100009	4.0	15	2	5.5000	3.5833
10001	1.0	0	0	0.0000	0.0000
100010	1.0	0	0	0.0000	0.0000
100011	1.0	0	0	0.0000	0.0000
100012	1.0	1	1	0.2500	0.1458
100013	1.0	0	0	0.0000	0.0000
100014	4.0	3	1	0.9167	1.7431
100015	1.0	0	0	0.0000	0.0000
100016	1.0	0	0	0.0000	0.0000
100017	1.0	1	1	0.3333	0.6111
100018	1.0	0	0	0.0000	0.0000
100019	2.0	0	0	0.0000	0.0000
10002	1.0	0	0	0.0000	0.0000
100020	2.0	0	0	0.0000	0.0000
100021	1.0	0	0	0.0000	0.0000
100022	4.0	2	1	1.3333	1.6111
100023	1.0	0	0	0.0000	0.0000
100024	1.0	0	0	0.0000	0.0000
100025	1.0	0	0	0.0000	0.0000
100026	1.0	0	0	0.0000	0.0000
100027	1.0	0	0	0.0000	0.0000
100028	1.0	0	0	0.0000	0.0000
100029	1.0	1	1	1.0000	1.0000
10003	1.0	6	1	2.0000	0.6667
100030	9.0	8	2	2.0167	1.5631
100031	3.0	0	0	0.0000	0.0000
100032	1.0	0	0	0.0000	0.0000
100033	3.0	1	1	0.2000	0.0900
100034	3.0	0	0	0.0000	0.0000
100035	1.0	0	0	0.0000	0.0000
100036	1.0	0	0	0.0000	0.0000
100037	1.0	1	1	0.2000	0.1567
100038	1.0	0	0	0.0000	0.0000
100039	3.0	0	0	0.0000	0.0000
10004	2.0	34	0	17.0000	8.5000
100040	1.0	0	0	0.0000	0.0000
100041	1.0	0	0	0.0000	0.0000
100042	3.0	2	1	0.3333	0.3167
100043	1.0	0	0	0.0000	0.0000
100044	1.0	9	1	1.5000	0.9250
100045	4.0	7	1	1.7500	1.8958
100046	1.0	0	0	0.0000	0.0000
100047	7.0	10	2	3.5000	1.5833
100048	1.0	0	0	0.0000	0.0000
100049	1.0	0	0	0.0000	0.0000
10005	5.0	7	1	6.2500	6.5208
100050	1.0	0	0	0.0000	0.0000
100051	1.0	0	0	0.0000	0.0000
100052	4.0	2	1	1.0000	0.5000
100053	1.0	1	1	0.2000	0.0400
100054	1.0	0	0	0.0000	0.0000
100055	1.0	1	1	0.3333	0.1111
100056	2.0	0	0	0.0000	0.0000
100057	2.0	0	0	0.0000	0.0000
100058	1.0	0	0	0.0000	0.0000
100059	1.0	0	0	0.0000	0.0000
10006	1.0	0	0	0.0000	0.0000
100060	1.0	0	0	0.0000	0.0000
100061	1.0	0	0	0.0000	0.0000
100062	2.0	5	1	1.6667	3.0556
100063	1.0	1	1	0.5000	0.7500
100064	6.0	27	2	7.6444	4.2195
100065	1.0	0	0	0.0000	0.0000
100066	2.0	0	0	0.0000	0.0000
100067	2.0	11	0	4.8333	6.3611
100068	4.0	3	1	0.7000	0.9289
100069	2.0	8	0	1.5000	1.5083
10007	1.0	0	0	0.0000	0.0000
100070	1.0	0	0	0.0000	0.0000
100071	1.0	1	1	0.2000	0.0900
100072	1.0	0	0	0.0000	0.0000
100073	1.0	0	0	0.0000	0.0000
100074	1.0	0	0	0.0000	0.0000
100075	1.0	0	0	0.0000	0.0000
100076	1.0	1	1	0.2000	0.2567
100077	1.0	0	0	0.0000	0.0000
100078	1.0	0	0	0.0000	0.0000
100079	1.0	0	0	0.0000	0.0000
10008	1.0	0	0	0.0000	0.0000
100080	1.0	1	1	0.3333	0.2778
100081	1.0	0	0	0.0000	0.0000
100082	1.0	9	1	3.0000	1.0000
100083	1.0	0	0	0.0000	0.0000
100084	1.0	0	0	0.0000	0.0000
100085	1.0	1	1	0.2000	0.4567
100086	1.0	0	0	0.0000	0.0000
100087	2.0	0	0	0.0000	0.0000
100088	3.0	1	1	0.3333	0.6111
100089	2.0	3	1	0.6111	0.5540
10009	1.0	6	1	2.0000	0.6667
100090	2.0	1	1	0.3333	0.6111
100091	2.0	0	0	0.0000	0.0000
100092	5.0	11	2	2.4667	2.2989
100093	1.0	1	1	0.2500	0.2708
100094	5.0	1	1	0.3333	0.2778
100095	1.0	0	0	0.0000	0.0000
100096	1.0	0	0	0.0000	0.0000
100097	1.0	0	0	0.0000	0.0000
100098	5.0	0	0	0.0000	0.0000
100099	1.0	0	0	0.0000	0.0000
1001	1.0	0	0	0.0000	0.0000
10010	1.0	0	0	0.0000	0.0000
100100	1.0	0	0	0.0000	0.0000
100101	2.0	0	0	0.0000	0.0000
100102	1.0	1	1	0.3333	0.2778
100103	1.0	0	0	0.0000	0.0000
100104	1.0	1	1	0.2000	0.2567
100105	1.0	0	0	0.0000	0.0000
100106	6.0	0	0	0.0000	0.0000
100107	1.0	8	1	0.8889	0.6628
100108	1.0	0	0	0.0000	0.0000
100109	1.0	3	1	1.0000	0.3333
10011	1.0	0	0	0.0000	0.0000
100110	1.0	0	0	0.0000	0.0000
100111	1.0	0	0	0.0000	0.0000
100112	22.0	38	3	11.6667	19.5500
100113	1.0	0	0	0.0000	0.0000
100114	3.0	3	1	1.1667	0.8056
100115	1.0	0	0	0.0000	0.0000
100116	1.0	0	0	0.0000	0.0000
100117	1.0	0	0	0.0000	0.0000
100118	1.0	0	0	0.0000	0.0000
100119	1.0	1	1	0.3333	0.6111
10012	3.0	5	1	1.6667	1.3889
100120	4.0	2	1	0.5000	1.0417
100121	1.0	0	0	0.0000	0.0000
100122	1.0	0	0	0.0000	0.0000
100123	1.0	3	1	1.0000	0.3333
100124	5.0	1	1	0.3333	0.6111
100125	1.0	18	1	2.5714	0.7959
100126	1.0	0	0	0.0000	0.0000
100127	1.0	1	1	1.0000	1.0000
100128	1.0	0	0	0.0000	0.0000
100129	1.0	0	0	0.0000	0.0000
10013	1.0	0	0	0.0000	0.0000
100130	1.0	0	0	0.0000	0.0000
100131	1.0	0	0	0.0000	0.0000
100132	2.0	6	1	1.5000	0.8750
100133	1.0	0	0	0.0000	0.0000
100134	1.0	0	0	0.0000	0.0000
100135	1.0	0	0	0.0000	0.0000
100136	1.0	0	0	0.0000	0.0000
100137	5.0	3	1	0.4722	0.3671
100138	1.0	0	0	0.0000	0.0000
100139	4.0	0	0	0.0000	0.0000
10014	1.0	0	0	0.0000	0.0000
100140	17.0	19	3	10.0000	5.8333
100141	2.0	33	1	6.5667	1.3828
100142	2.0	0	0	0.0000	0.0000
100143	1.0	0	0	0.0000	0.0000
100144	1.0	0	0	0.0000	0.0000
100145	1.0	0	0	0.0000	0.0000
100146	1.0	0	0	0.0000	0.0000
100147	1.0	0	0	0.0000	0.0000
100148	1.0	0	0	0.0000	0.0000
100149	1.0	0	0	0.0000	0.0000
10015	1.0	1	1	0.3333	0.6111
100150	1.0	0	0	0.0000	0.0000
100151	1.0	0	0	0.0000	0.0000
100152	1.0	0	0	0.0000	0.0000
100153	1.0	0	0	0.0000	0.0000
100154	1.0	1	1	0.2000	0.1567
100155	1.0	0	0	0.0000	0.0000
100156	1.0	1	1	0.3333	0.2778
100157	2.0	0	0	0.0000	0.0000
100158	1.0	4	1	0.8000	0.3600
100159	1.0	2	1	0.3333	0.2056
10016	1.0	0	0	0.0000	0.0000
100160	4.0	1	1	0.3333	0.6111
100161	2.0	0	0	0.0000	0.0000
100162	1.0	0	0	0.0000	0.0000
100163	1.0	1	1	0.3333	0.2778
100164	2.0	1	1	0.3333	0.6111
100165	2.0	0	0	0.0000	0.0000
100166	3.0	6	2	1.3500	2.9325
100167	1.0	0	0	0.0000	0.0000
100168	1.0	5	1	1.2500	1.3542
100169	1.0	0	0	0.0000	0.0000
10017	12.0	17	3	17.0000	17.0000
100170	2.0	2	1	0.6667	0.5556
100171	1.0	0	0	0.0000	0.0000
100172	1.0	0	0	0.0000	0.0000
100173	1.0	0	0	0.0000	0.0000
100174	15.0	85	6	37.6708	43.8296
100175	1.0	0	0	0.0000	0.0000
100176	2.0	4	1	0.1081	0.0505
100177	1.0	14	1	2.8000	1.2600
100178	1.0	1	1	0.3333	0.1111
100179	1.0	0	0	0.0000	0.0000
10018	1.0	0	0	0.0000	0.0000
100180	1.0	0	0	0.0000	0.0000
100181	1.0	0	0	0.0000	0.0000
100182	1.0	0	0	0.0000	0.0000
100183	1.0	1	1	0.2500	0.2708
100184	1.0	0	0	0.0000	0.0000
100185	1.0	1	1	0.3333	0.2778
100186	5.0	64	2	18.2500	33.6458
100187	1.0	0	0	0.0000	0.0000
100188	1.0	0	0	0.0000	0.0000
100189	14.0	10	2	2.4333	2.0478
10019	6.0	0	0	0.0000	0.0000
100190	2.0	0	0	0.0000	0.0000
100191	1.0	66	1	8.2500	2.2098
100192	1.0	1	1	0.3333	0.2778
100193	2.0	0	0	0.0000	0.0000
100194	1.0	0	0	0.0000	0.0000
100195	1.0	0	0	0.0000	0.0000
100196	1.0	0	0	0.0000	0.0000
100197	1.0	0	0	0.0000	0.0000
100198	1.0	0	0	0.0000	0.0000
100199	1.0	0	0	0.0000	0.0000
1002	3.0	1	1	0.1667	0.2417
10020	1.0	0	0	0.0000	0.0000
100200	2.0	3	1	0.7500	1.5625
100201	1.0	0	0	0.0000	0.0000
100202	1.0	0	0	0.0000	0.0000
100203	1.0	0	0	0.0000	0.0000
100204	3.0	0	0	0.0000	0.0000
100205	1.0	0	0	0.0000	0.0000
100206	1.0	0	0	0.0000	0.0000
100207	2.0	2	1	1.0000	1.5000
100208	1.0	0	0	0.0000	0.0000
100209	1.0	0	0	0.0000	0.0000
10021	1.0	0	0	0.0000	0.0000
100210	5.0	1	1	0.3333	0.2778
100211	1.0	0	0	0.0000	0.0000
100212	1.0	0	0	0.0000	0.0000
100213	1.0	0	0	0.0000	0.0000
100214	28.0	43	2	20.5000	15.5417
100215	1.0	0	0	0.0000	0.0000
100216	12.0	483	7	151.1333	245.6628
100217	1.0	0	0	0.0000	0.0000
100218	1.0	0	0	0.0000	0.0000
100219	1.0	0	0	0.0000	0.0000
10022	24.0	84	5	73.6095	70.5854
100220	7.0	51	4	14.2183	23.7133
100221	1.0	0	0	0.0000	0.0000
100222	1.0	0	0	0.0000	0.0000
100223	2.0	8	0	1.4333	1.6756
100224	1.0	0	0	0.0000	0.0000
100225	1.0	8	1	2.6667	4.8889
100226	1.0	0	0	0.0000	0.0000
100227	5.0	1	1	0.3333	0.2778
100228	4.0	0	0	0.0000	0.0000
100229	7.0	4	1	0.8500	0.4158
10023	1.0	0	0	0.0000	0.0000
100230	5.0	5	2	1.7500	2.5625
100231	1.0	0	0	0.0000	0.0000
100232	8.0	2	1	0.5833	0.6319
100233	1.0	10	1	10.0000	10.0000
100234	1.0	0	0	0.0000	0.0000
100235	2.0	0	0	0.0000	0.0000
100236	2.0	2	1	1.0000	1.5000
100237	1.0	0	0	0.0000	0.0000
100238	1.0	0	0	0.0000	0.0000
100239	1.0	0	0	0.0000	0.0000
10024	2.0	0	0	0.0000	0.0000
100240	1.0	0	0	0.0000	0.0000
100241	1.0	0	0	0.0000	0.0000
100242	6.0	3	1	1.0000	0.5000
100243	2.0	1	1	0.3333	0.2778
100244	1.0	0	0	0.0000	0.0000
100245	1.0	0	0	0.0000	0.0000
100246	1.0	6	1	0.7500	0.3259
100247	1.0	0	0	0.0000	0.0000
100248	1.0	0	0	0.0000	0.0000
100249	1.0	0	0	0.0000	0.0000
10025	1.0	14	1	2.0000	2.1857
100250	2.0	6	0	1.5000	1.6250
100251	5.0	1	1	0.5000	0.7500
100252	1.0	0	0	0.0000	0.0000
100253	2.0	9	1	1.8000	4.1100
100254	1.0	13	1	4.3333	3.6111
100255	9.0	17	2	4.4857	3.7737
100256	1.0	0	0	0.0000	0.0000
100257	3.0	4	1	0.8000	0.5267
100258	34.0	55	4	46.0000	46.3750
100259	1.0	0	0	0.0000	0.0000
10026	1.0	2	1	0.4000	0.1800
100260	3.0	1	1	0.5000	0.7500
100261	4.0	3	1	1.0000	0.3333
100262	1.0	0	0	0.0000	0.0000
100263	11.0	5	1	1.8333	3.1944
100264	1.0	12	1	4.0000	3.3333
100265	8.0	25	2	10.0167	12.8297
100266	2.0	1	1	0.3333	0.1111
100267	1.0	0	0	0.0000	0.0000
100268	1.0	0	0	0.0000	0.0000
100269	15.0	104	6	45.0833	46.7387
10027	1.0	0	0	0.0000	0.0000
100270	1.0	5	1	1.6667	1.3889
100271	1.0	0	0	0.0000	0.0000
100272	1.0	7	1	1.7500	1.8958
100273	2.0	0	0	0.0000	0.0000
100274	2.0	1	1	0.2500	0.5208
100275	1.0	1	1	0.1250	0.0156
100276	1.0	0	0	0.0000	0.0000
100277	1.0	0	0	0.0000	0.0000
100278	1.0	0	0	0.0000	0.0000
100279	2.0	0	0	0.0000	0.0000
10028	1.0	0	0	0.0000	0.0000
100280	1.0	2	1	0.3333	0.4833
100281	1.0	0	0	0.0000	0.0000
100282	1.0	0	0	0.0000	0.0000
100283	1.0	0	0	0.0000	0.0000
100284	3.0	4	1	1.2000	1.0900
100285	2.0	1	1	0.2500	0.1458
100286	1.0	0	0	0.0000	0.0000
100287	1.0	0	0	0.0000	0.0000
100288	3.0	8	2	4.0000	6.0000
100289	1.0	2	1	1.0000	1.5000
10029	1.0	0	0	0.0000	0.0000
100290	4.0	0	0	0.0000	0.0000
100291	1.0	1	1	0.3333	0.1111
100292	1.0	0	0	0.0000	0.0000
100293	9.0	1	1	0.2500	0.0625
100294	1.0	1	1	0.5000	0.7500
100295	1.0	3	1	3.0000	3.0000
100296	57.0	1030	16	206.2464	278.3268
100297	1.0	18	1	3.6000	0.7200
100298	2.0	0	0	0.0000	0.0000
100299	1.0	0	0	0.0000	0.0000
1003	2.0	1	1	0.5000	0.7500
10030	1.0	1	1	0.1429	0.0204
100300	1.0	0	0	0.0000	0.0000
100301	2.0	0	0	0.0000	0.0000
100302	1.0	0	0	0.0000	0.0000
100303	1.0	0	0	0.0000	0.0000
100304	1.0	6	1	1.2000	0.2400
100305	1.0	0	0	0.0000	0.0000
100306	1.0	0	0	0.0000	0.0000
100307	1.0	2	1	1.0000	1.5000
100308	1.0	0	0	0.0000	0.0000
100309	1.0	0	0	0.0000	0.0000
10031	1.0	4	1	0.8000	0.3600
100310	37.0	229	8	79.3833	61.7161
100311	3.0	2	1	0.5000	0.5417
100312	2.0	1	1	0.3333	0.2778
100313	23.0	272	9	171.5000	190.3083
100314	1.0	0	0	0.0000	0.0000
100315	1.0	0	0	0.0000	0.0000
100316	1.0	4	1	2.0000	1.0000
100317	1.0	0	0	0.0000	0.0000
100318	6.0	1	1	0.2000	0.0400
100319	1.0	0	0	0.0000	0.0000
10032	1.0	0	0	0.0000	0.0000
100320	3.0	0	0	0.0000	0.0000
100321	1.0	1	1	0.3333	0.1111
100322	1.0	0	0	0.0000	0.0000
100323	15.0	108	6	49.5000	44.7500
100324	1.0	0	0	0.0000	0.0000
100325	1.0	0	0	0.0000	0.0000
100326	1.0	1	1	0.3333	0.1111
100327	20.0	84	6	63.0000	66.0000
100328	1.0	0	0	0.0000	0.0000
100329	3.0	3	1	0.5000	0.7250
10033	3.0	9	2	3.3333	4.4444
100330	4.0	3	1	0.5000	0.4503
100331	1.0	3	1	1.0000	0.3333
100332	1.0	0	0	0.0000	0.0000
100333	1.0	0	0	0.0000	0.0000
100334	1.0	0	0	0.0000	0.0000
100335	1.0	1	1	0.3333	0.2778
100336	1.0	0	0	0.0000	0.0000
100337	1.0	0	0	0.0000	0.0000
100338	1.0	0	0	0.0000	0.0000
100339	1.0	0	0	0.0000	0.0000
10034	1.0	0	0	0.0000	0.0000
100340	3.0	21	2	4.2000	6.1900
100341	1.0	0	0	0.0000	0.0000
100342	1.0	0	0	0.0000	0.0000
100343	1.0	0	0	0.0000	0.0000
100344	3.0	0	0	0.0000	0.0000
100345	1.0	4	1	1.3333	2.4444
100346	2.0	2	1	1.5000	1.7500
100347	1.0	5	1	1.6667	0.5556
100348	4.0	5	1	4.2500	4.5208
100349	1.0	1	1	0.5000	0.7500
10035	1.0	0	0	0.0000	0.0000
100350	1.0	5	1	2.5000	3.7500
100351	1.0	0	0	0.0000	0.0000
100352	1.0	17	1	17.0000	17.0000
100353	1.0	0	0	0.0000	0.0000
100354	1.0	0	0	0.0000	0.0000
100355	1.0	0	0	0.0000	0.0000
100356	1.0	0	0	0.0000	0.0000
100357	1.0	0	0	0.0000	0.0000
100358	5.0	13	2	3.5833	1.6736
100359	1.0	0	0	0.0000	0.0000
10036	1.0	0	0	0.0000	0.0000
100360	1.0	0	0	0.0000	0.0000
100361	4.0	3	1	1.0000	1.8333
100362	1.0	0	0	0.0000	0.0000
100363	1.0	1	1	0.5000	0.2500
100364	1.0	1	1	0.1429	0.0728
100365	2.0	0	0	0.0000	0.0000
100366	1.0	2	1	0.6667	0.5556
100367	20.0	22	2	6.4167	5.0764
100368	1.0	0	0	0.0000	0.0000
100369	1.0	0	0	0.0000	0.0000
10037	1.0	0	0	0.0000	0.0000
100370	1.0	0	0	0.0000	0.0000
100371	4.0	2	1	0.5000	0.7694
100372	13.0	22	3	4.6500	2.5104
100373	1.0	0	0	0.0000	0.0000
100374	6.0	0	0	0.0000	0.0000
100375	6.0	22	4	9.0000	9.0000
100376	1.0	1	1	0.2500	0.1458
100377	47.0	118	6	39.2500	22.3958
100378	1.0	0	0	0.0000	0.0000
100379	1.0	0	0	0.0000	0.0000
10038	1.0	0	0	0.0000	0.0000
100380	1.0	0	0	0.0000	0.0000
100381	7.0	14	2	11.6667	11.7222
100382	2.0	4	0	1.0000	2.0833
100383	1.0	34	1	8.5000	2.1250
100384	1.0	0	0	0.0000	0.0000
100385	1.0	15	1	1.3636	0.4118
100386	3.0	13	0	4.3333	3.6111
100387	7.0	46	2	8.8000	18.7600
100388	1.0	1	1	0.1667	0.4083
100389	4.0	2	1	1.0000	1.5000
10039	4.0	2	1	2.0000	2.0000
100390	2.0	0	0	0.0000	0.0000
100391	13.0	30	3	10.5833	14.6319
100392	1.0	0	0	0.0000	0.0000
100393	1.0	3	1	0.7500	0.1875
100394	2.0	2	1	0.6000	0.8929
100395	1.0	0	0	0.0000	0.0000
100396	2.0	5	1	1.3333	2.3611
100397	1.0	5	1	1.6667	1.3889
100398	3.0	4	1	1.7500	2.5208
100399	1.0	0	0	0.0000	0.0000
1004	2.0	1	1	1.0000	1.0000
10040	2.0	0	0	0.0000	0.0000
100400	1.0	0	0	0.0000	0.0000
100401	1.0	3	1	0.7500	0.4375
100402	12.0	8	2	3.1667	1.3056
100403	1.0	7	1	7.0000	7.0000
100404	1.0	0	0	0.0000	0.0000
100405	12.0	0	0	0.0000	0.0000
100406	1.0	1	1	0.5000	0.7500
100407	1.0	0	0	0.0000	0.0000
100408	6.0	3	1	1.1667	1.3056
100409	2.0	10	1	3.3333	2.7778
10041	1.0	0	0	0.0000	0.0000
100410	1.0	0	0	0.0000	0.0000
100411	9.0	70	2	33.0000	50.3333
100412	1.0	1	1	0.5000	0.2500
100413	1.0	0	0	0.0000	0.0000
100414	1.0	0	0	0.0000	0.0000
100415	1.0	0	0	0.0000	0.0000
100416	1.0	0	0	0.0000	0.0000
100417	3.0	1	1	0.0909	0.2745
100418	1.0	0	0	0.0000	0.0000
100419	1.0	0	0	0.0000	0.0000
10042	1.0	1	1	0.2500	0.1458
100420	1.0	4	1	1.0000	1.0833
100421	1.0	0	0	0.0000	0.0000
100422	1.0	5	1	0.4167	0.4249
100423	1.0	0	0	0.0000	0.0000
100424	1.0	0	0	0.0000	0.0000
100425	1.0	2	1	0.2500	0.2211
100426	1.0	1	1	0.5000	0.2500
100427	2.0	0	0	0.0000	0.0000
100428	1.0	2	1	0.5000	0.5417
100429	1.0	0	0	0.0000	0.0000
10043	1.0	0	0	0.0000	0.0000
100430	1.0	1	1	0.1429	0.0442
100431	3.0	9	2	1.1250	1.8076
100432	5.0	7	2	1.2667	1.7811
100433	1.0	0	0	0.0000	0.0000
100434	9.0	9	2	8.5000	8.7500
100435	1.0	0	0	0.0000	0.0000
100436	1.0	2	1	0.3333	0.0556
100437	1.0	0	0	0.0000	0.0000
100438	4.0	4	1	2.0000	3.0000
100439	1.0	0	0	0.0000	0.0000
10044	2.0	1	1	0.0769	0.2446
100440	3.0	5	1	1.6667	1.3889
100441	6.0	2	1	0.6667	0.2222
100442	1.0	1	1	0.1667	0.4083
100443	48.0	255	9	98.1667	60.9722
100444	1.0	0	0	0.0000	0.0000
100445	119.0	1271	17	486.7627	406.0864
100446	1.0	1	1	0.2500	0.5208
100447	1.0	0	0	0.0000	0.0000
100448	13.0	47	3	14.4833	19.6258
100449	34.0	65	5	36.1667	41.2639
10045	1.0	0	0	0.0000	0.0000
100450	1.0	0	0	0.0000	0.0000
100451	2.0	10	0	2.3333	2.5611
100452	19.0	182	9	140.5000	124.7500
100453	1.0	2	1	0.6667	0.5556
100454	1.0	0	0	0.0000	0.0000
100455	1.0	8	1	2.0000	0.5000
100456	1.0	0	0	0.0000	0.0000
100457	1.0	2	1	0.5000	0.2917
100458	4.0	3	1	1.0000	0.5000
100459	7.0	0	0	0.0000	0.0000
10046	1.0	0	0	0.0000	0.0000
100460	1.0	0	0	0.0000	0.0000
100461	1.0	0	0	0.0000	0.0000
100462	1.0	13	1	2.6000	1.1700
100463	1.0	4	1	0.5714	0.6245
100464	2.0	3	1	1.0000	0.8333
100465	5.0	14	2	6.5000	6.4167
100466	1.0	0	0	0.0000	0.0000
100467	1.0	2	1	0.4000	0.3133
100468	1.0	1	1	0.5000	0.7500
100469	4.0	6	2	2.5000	2.5833
10047	2.0	7	0	2.0000	0.9167
100470	3.0	4	1	1.3333	2.4444
100471	25.0	82	5	24.3111	27.9506
100472	3.0	7	2	1.9167	0.8681
100473	1.0	0	0	0.0000	0.0000
100474	1.0	0	0	0.0000	0.0000
100475	1.0	2	1	1.0000	0.5000
100476	1.0	0	0	0.0000	0.0000
100477	2.0	2	1	1.0000	0.5000
100478	1.0	0	0	0.0000	0.0000
100479	4.0	17	3	6.0833	6.1319
10048	1.0	0	0	0.0000	0.0000
100480	1.0	7	1	2.3333	1.9444
100481	1.0	0	0	0.0000	0.0000
100482	8.0	0	0	0.0000	0.0000
100483	1.0	5	1	2.5000	1.2500
100484	8.0	27	4	10.5000	13.6500
100485	1.0	0	0	0.0000	0.0000
100486	1.0	1	1	0.3333	0.1111
100487	1.0	0	0	0.0000	0.0000
100488	1.0	0	0	0.0000	0.0000
100489	1.0	0	0	0.0000	0.0000
10049	1.0	0	0	0.0000	0.0000
100490	2.0	5	0	2.5000	1.2500
100491	1.0	1	1	0.2500	0.1458
100492	1.0	0	0	0.0000	0.0000
100493	1.0	0	0	0.0000	0.0000
100494	4.0	11	2	2.2833	3.5525
100495	1.0	0	0	0.0000	0.0000
100496	3.0	6	2	0.7758	1.4847
100497	2.0	6	1	0.8250	0.4241
100498	1.0	0	0	0.0000	0.0000
100499	1.0	0	0	0.0000	0.0000
1005	1.0	4	1	0.5714	0.1769
10050	1.0	0	0	0.0000	0.0000
100500	1.0	0	0	0.0000	0.0000
100501	1.0	0	0	0.0000	0.0000
100502	1.0	0	0	0.0000	0.0000
100503	4.0	5	2	1.6667	0.5556
100504	12.0	151	4	60.1667	52.9722
100505	1.0	2	1	0.2222	0.1657
100506	21.0	157	6	64.5833	40.0486
100507	29.0	39	4	13.3333	19.5694
100508	22.0	20	3	6.8333	9.6528
100509	2.0	1	1	0.3333	0.6111
10051	2.0	8	0	4.0000	2.0000
100510	1.0	0	0	0.0000	0.0000
100511	15.0	435	10	142.4167	220.9958
100512	2.0	39	0	6.5000	14.2583
100513	1.0	0	0	0.0000	0.0000
100514	1.0	0	0	0.0000	0.0000
100515	1.0	0	0	0.0000	0.0000
100516	1.0	0	0	0.0000	0.0000
100517	1.0	0	0	0.0000	0.0000
100518	1.0	0	0	0.0000	0.0000
100519	1.0	0	0	0.0000	0.0000
10052	1.0	5	1	5.0000	5.0000
100520	1.0	8	1	2.0000	1.1667
100521	1.0	0	0	0.0000	0.0000
100522	1.0	0	0	0.0000	0.0000
100523	2.0	0	0	0.0000	0.0000
100524	1.0	2	1	0.3333	0.3167
100525	1.0	0	0	0.0000	0.0000
100526	1.0	1	1	0.2500	0.0625
100527	1.0	0	0	0.0000	0.0000
100528	1.0	0	0	0.0000	0.0000
100529	2.0	0	0	0.0000	0.0000
10053	1.0	23	1	5.7500	1.4375
100530	53.0	199	9	63.3111	100.9804
100531	1.0	0	0	0.0000	0.0000
100532	3.0	17	2	7.7500	12.0625
100533	1.0	0	0	0.0000	0.0000
100534	1.0	0	0	0.0000	0.0000
